id,created_at,name,slug,timezone,is_active,update_at
157044de-5dcf-4192-bda1-de122e3b0dc0,2026-03-05 23:46:39.530504+00,Hawaii Garden,HGC,America/Los_Angeles,true,2026-03-05 23:46:39.530504
